parcel_type,category,crop,seed_fidan_share,fertilizer_share,pesticide_share,tillage_share,labor_maintenance_share,harvest_packaging_share,other_share,operations_note,source
field,Tarla,ARPA (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,ÇAVDAR (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,TRİTİKALE (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,YULAF (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,FİĞ (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,YONCA (YEŞİLOT),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,SİLAJLIK MISIR,0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,SORGUM,0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,BARBUNYA FASULYE (TAZE),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SİVRİ BİBER,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SALÇALIK BİBER,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SOFRALIK DOMATES,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SALÇALIK DOMATES,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,FASULYE (TAZE),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,HIYAR (SOFRALIK),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,KABAK (SAKIZ),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,KABAK (BAL),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,KABAK (ÇEREZLİK),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,KARPUZ,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,KAVUN,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,LAHANA (BEYAZ),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,LAHANA (KIRMIZI),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SOĞAN (KURU),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SARIMSAK (KURU),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,SOĞAN (TAZE),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,BAĞ,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,ARMUT,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,ELMA,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,ERİK,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,KAYSI,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,KİRAZ,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,NEKTAR,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,ŞEFTALİ,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,VİŞNE,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,BADEM,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,CEVİZ,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,ÇİLEK,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
orchard,Meyve,AYVA,0.08,0.19,0.18,0.07,0.26,0.12,0.1,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,MISIR (Dane),0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,ŞEKER PANCARI,0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,ISPANAK,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,MARUL,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,PIRASA,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,TURP (KIRMIZI),0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
vegetable,Sebze,MAYDONOZ,0.16,0.2,0.14,0.1,0.22,0.12,0.06,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,LAVANTA,0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
field,Tarla,KİMYON,0.11,0.24,0.07,0.22,0.14,0.13,0.09,Ürün bazlı oranlı maliyet dağılımı; yüklenen 2024 Excel ürün listesine göre güncellendi. Fiyat alanları Excelde boş olduğundan ekonomik değerler proxy kalmıştır.,excel_synced_crop_specific_proxy_2024
