month,fill_pct,storage_m3,ec_dS_m_assumed,water_quality_class_assumed,notes
2005-08-01,23.41324777410235,31553528.33718416,2.73,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2005-09-01,29.08779681552189,39200995.51929909,2.62,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2005-10-01,36.32604988114457,48955832.84137546,2.47,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2005-11-01,40.10038854461033,54042427.538567685,2.4,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2005-12-01,42.54593829385479,57338242.11573766,2.35,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-01-01,42.57125285958577,57372358.00921994,2.35,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-02-01,39.85209130697481,53707802.71422176,2.4,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-03-01,34.88649115064907,47015770.63240787,2.5,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-04-01,28.41830550030333,38298736.533699736,2.63,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-05-01,21.99356899490728,29640257.909209628,2.76,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-06-01,16.89762140373251,22772559.404741753,2.86,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-07-01,14.22190899607123,19166559.583961558,2.92,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-08-01,14.2472235618022,19200675.477443848,2.92,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-09-01,16.649324166097,22437934.58039583,2.87,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-10-01,20.46711197451242,27583084.75180605,2.79,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-11-01,25.85843608640643,34848855.81359603,2.68,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2006-12-01,29.69556619737794,40020073.18839887,2.61,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-01-01,30.79977381155629,41508189.94094314,2.58,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-02-01,28.76559433144003,38766770.19055022,2.62,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-03-01,24.05849053942983,32423108.07582443,2.72,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-04-01,17.73719456159792,23904034.01618581,2.85,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-05-01,11.43089812999082,15405174.521028584,2.97,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-06-01,6.678795699306207,9000868.712858517,3.07,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-07-01,5.0,6738392.008153152,3.1,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-08-01,5.763823379593106,7767780.279491294,3.08,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-09-01,9.58595394433981,12918783.089812713,3.01,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-10-01,14.99227760245862,20204768.71608413,2.9,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-11-01,21.13707317772793,28485976.995310046,2.78,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2007-12-01,25.74692200277231,34698570.691604696,2.69,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-01-01,27.73987494214551,37384430.323464245,2.65,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-02-01,26.69346812701207,35974210.4593898,2.67,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-03-01,22.98436480729262,30975532.02598743,2.74,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-04-01,17.78611535626307,23969963.51454662,2.84,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-05-01,12.57259903226192,16943820.16814155,2.95,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-06-01,8.894029458485686,11986291.404667731,3.02,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-07-01,7.832355770380637,10555496.705629023,3.04,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-08-01,9.825308709753845,13241356.33748857,3.0,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-09-01,14.45042440776983,19474524.86874749,2.91,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-10-01,20.57995311006753,27735158.313009135,2.79,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-11-01,28.87198840342865,38910155.18343083,2.62,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2008-12-01,35.5938867585776,47969112.414621525,2.49,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-01-01,39.83991741503216,53691396.22298685,2.4,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-02-01,41.12406710961187,55422017.030832514,2.38,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-03-01,39.57556327639823,53335131.85996826,2.41,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-04-01,36.8137083340714,49613039.60575755,2.46,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-05-01,33.96265693446982,45770739.21257574,2.52,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-06-01,32.68174247308041,44044478.4586249,2.55,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-07-01,33.87669571038538,45654891.1274994,2.52,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-08-01,38.12272636683996,51377174.93586478,2.44,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-09-01,44.93382117926364,60556340.306026585,2.3,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-10-01,53.13666001535002,71611129.03747714,2.14,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-11-01,55.61144525763345,74946343.65717675,2.09,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2009-12-01,56.78144874556424,76523132.08769359,2.06,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2010-01-01,55.45156970362844,74730882.82609545,2.09,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
2010-02-01,51.33648309990147,69185069.4894131,2.17,C4 (very high),Tez paketinde ölçülmüş su kalite serisi bulunmadığı için doluluk-temelli vekil EC serisi üretildi; gerçek DSİ/laboratuvar verisiyle değiştirilebilir.
